Sents;Class;;;;;
Leverage items allow the buying company to exploit its full purchasing power, for instance through tendering, target pricing and product substitution.;2;;;;;
Bottleneck items cause significant problems and risks which should be handled by volume insurance, vendor control, security of inventories and backup plans.;3;;;;;
A further analysis of the strategic items is recommended.;4;;;;;
By plotting the buying strengths against the strengths of the supply market, three basic power positions are identified and associated with three different supplier strategies.;0;;;;;
Exploit the buyer power.;2;;;;;
Diversify the supply base in order to secure supply of scarce components.;3;;;;;
The general idea of Kraljic s model is to minimize supply risk and make the most of buying power.;0;;;;;
Although other models have been developed, Kraljic s approach subsequently became the dominant approach to what the profession regards as operational professionalism.;0;;;;;
Lamming confirmed that Kraljic s matrix remains the foundation of purchasing strategy for many organizations across different sectors.;0;;;;;
Purchasing portfolio models have gained ground in both academic research as well as in practice.;0;;;;;
In the course of time, the Kraljic approach has entered many textbooks on purchasing and supply management.;0;;;;;
In contrast with a growing acceptance and use of purchasing portfolio models, there are problems and unanswered questions.;0;;;;;
In general, decisions based on portfolio models are proven to be sensitive to the choice of dimensions, factors, and weights.;0;;;;;
Day concluded that measurement is considered to be the Achilles heel for all portfolio models.;0;;;;;
What is exactly meant by profit impact and supply risk?;0;;;;;
How could or should we measure these dimensions in practice?;0;;;;;
Nellore pointed at the risk that the variables used in portfolio analysis might not be accurate proxies for the dimensions they are supposed to measure.;0;;;;;
Theory does not provide prescriptions or procedures for measurement, leading Ramsay to conclude that these concepts are actually made up of a number of nebulous concepts without operational dimensions.;0;;;;;
He emphasized that the weighting of each factor is the most important part of the implementation process, but at the same time very subjective.;0;;;;;
The decision-makers must come to an agreement on the relative importance of each factor.;0;;;;;
